time_period,time_identifier,geographic_level,country_code,country_name,itt_level,breakdown_topic,breakdown,trainee_number,trainee_percentage
202324,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second Class Degree or Better,z,z
202324,Academic year,National,E92000001,England,Undergraduate,Degree Class,Lower Second,z,z
202324,Academic year,National,E92000001,England,Undergraduate,Degree Class,Other Degree Class,z,z
202324,Academic year,National,E92000001,England,Undergraduate,Degree Class,Total Known Degree Class,z,z
202425,Academic year,National,E92000001,England,Postgraduate,Total,Primary,8853,100
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Male,1370,16
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Female,7269,84
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Other Sex,35,0
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Known Sex,8674,98
202425,Academic year,National,E92000001,England,Postgraduate,Total,Secondary,15255,63
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Male,5943,40
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Female,9020,60
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Other Sex,55,0
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Known Sex,15018,98
202425,Academic year,National,E92000001,England,Postgraduate,Sex,Total Known Sex,23692,98
202425,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Asian / Asian British,3405,15
202425,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Black / African / Caribbean / Black British,1569,7
202425,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Mixed / Multiple ethnic groups,965,4
202425,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Other ethnic group,559,2
202425,Academic year,National,E92000001,England,Postgraduate,Ethnicity,White,16478,72
202425,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Total Known Ethnicity,22976,95
202425,Academic year,National,E92000001,England,Postgraduate,Age,Under 25,12227,1222700
202425,Academic year,National,E92000001,England,Postgraduate,Age,25 to 29,5263,526300
202425,Academic year,National,E92000001,England,Postgraduate,Age,30 to 34,2182,218200
202425,Academic year,National,E92000001,England,Postgraduate,Age,35 to 39,1511,151100
202425,Academic year,National,E92000001,England,Postgraduate,Age,40 to 44,1278,127800
202425,Academic year,National,E92000001,England,Postgraduate,Age,45 to 49,842,84200
202425,Academic year,National,E92000001,England,Postgraduate,Age,50 to 54,525,52500
202425,Academic year,National,E92000001,England,Postgraduate,Age,55 and over,280,28000
202425,Academic year,National,E92000001,England,Postgraduate,Disability,Declared,4335,19
202425,Academic year,National,E92000001,England,Postgraduate,Disability,No Disability Declared,18414,81
202425,Academic year,National,E92000001,England,Postgraduate,Disability,Total Known Disability,22749,94
202425,Academic year,National,E92000001,England,Postgraduate,Nationality,UK,20586,88
202425,Academic year,National,E92000001,England,Postgraduate,Nationality,EEA,1381,6
202425,Academic year,National,E92000001,England,Postgraduate,Nationality,Other Nationality,1351,6
202425,Academic year,National,E92000001,England,Postgraduate,Nationality,Total Known Nationality,23318,97
202425,Academic year,National,E92000001,England,Postgraduate,Degree Class,First,4907,21
202425,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second,11595,51
202425,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second Class Degree or Better,16502,72
202425,Academic year,National,E92000001,England,Postgraduate,Degree Class,Lower Second,4700,21
202425,Academic year,National,E92000001,England,Postgraduate,Degree Class,Other Degree Class,1641,7
202425,Academic year,National,E92000001,England,Postgraduate,Degree Class,Total Known Degree Class,22843,95
202425,Academic year,National,E92000001,England,Undergraduate,Total,Primary,4545,100
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Male,546,12
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Female,3957,87
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Other Sex,23,1
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Known Sex,4526,100
202425,Academic year,National,E92000001,England,Undergraduate,Total,Secondary,245,5
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Male,105,44
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Female,135,56
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Other Sex,1,0
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Known Sex,241,98
202425,Academic year,National,E92000001,England,Undergraduate,Sex,Total Known Sex,4767,100
202425,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Asian / Asian British,638,15
202425,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Black / African / Caribbean / Black British,178,4
202425,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Mixed / Multiple ethnic groups,149,3
202425,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Other ethnic group,70,2
202425,Academic year,National,E92000001,England,Undergraduate,Ethnicity,White,3290,76
202425,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Total Known Ethnicity,4325,90
202425,Academic year,National,E92000001,England,Undergraduate,Age,Under 25,4540,454000
202425,Academic year,National,E92000001,England,Undergraduate,Age,25 to 29,124,12400
202425,Academic year,National,E92000001,England,Undergraduate,Age,30 to 34,54,5400
202425,Academic year,National,E92000001,England,Undergraduate,Age,35 to 39,33,3300
202425,Academic year,National,E92000001,England,Undergraduate,Age,40 to 44,22,2200
202425,Academic year,National,E92000001,England,Undergraduate,Age,45 to 49,10,1000
202425,Academic year,National,E92000001,England,Undergraduate,Age,50 to 54,7,700
202425,Academic year,National,E92000001,England,Undergraduate,Age,55 and over,0,0
202425,Academic year,National,E92000001,England,Undergraduate,Disability,Declared,952,21
202425,Academic year,National,E92000001,England,Undergraduate,Disability,No Disability Declared,3668,79
202425,Academic year,National,E92000001,England,Undergraduate,Disability,Total Known Disability,4620,96
202425,Academic year,National,E92000001,England,Undergraduate,Nationality,UK,4310,96
202425,Academic year,National,E92000001,England,Undergraduate,Nationality,EEA,99,2
202425,Academic year,National,E92000001,England,Undergraduate,Nationality,Other Nationality,76,2
202425,Academic year,National,E92000001,England,Undergraduate,Nationality,Total Known Nationality,4485,94
202425,Academic year,National,E92000001,England,Undergraduate,Degree Class,First,z,z
202425,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second,z,z
202425,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second Class Degree or Better,z,z
202425,Academic year,National,E92000001,England,Undergraduate,Degree Class,Lower Second,z,z
202425,Academic year,National,E92000001,England,Undergraduate,Degree Class,Other Degree Class,z,z
202425,Academic year,National,E92000001,England,Undergraduate,Degree Class,Total Known Degree Class,z,z
202526,Academic year,National,E92000001,England,Postgraduate,Total,Primary,9645,100
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Male,1362,14
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Female,8195,86
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Other Sex,15,0
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Primary Known Sex,9572,99
202526,Academic year,National,E92000001,England,Postgraduate,Total,Secondary,16975,64
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Male,6771,40
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Female,9935,59
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Other Sex,60,0
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Secondary Known Sex,16766,99
202526,Academic year,National,E92000001,England,Postgraduate,Sex,Total Known Sex,26338,99
202526,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Asian / Asian British,4014,16
202526,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Black / African / Caribbean / Black British,2047,8
202526,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Mixed / Multiple ethnic groups,1138,4
202526,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Other ethnic group,638,3
202526,Academic year,National,E92000001,England,Postgraduate,Ethnicity,White,17518,69
202526,Academic year,National,E92000001,England,Postgraduate,Ethnicity,Total Known Ethnicity,25355,95
202526,Academic year,National,E92000001,England,Postgraduate,Age,Under 25,13439,1343900
202526,Academic year,National,E92000001,England,Postgraduate,Age,25 to 29,5858,585800
202526,Academic year,National,E92000001,England,Postgraduate,Age,30 to 34,2416,241600
202526,Academic year,National,E92000001,England,Postgraduate,Age,35 to 39,1703,170300
202526,Academic year,National,E92000001,England,Postgraduate,Age,40 to 44,1406,140600
202526,Academic year,National,E92000001,England,Postgraduate,Age,45 to 49,950,95000
202526,Academic year,National,E92000001,England,Postgraduate,Age,50 to 54,550,55000
202526,Academic year,National,E92000001,England,Postgraduate,Age,55 and over,298,29800
202526,Academic year,National,E92000001,England,Postgraduate,Disability,Declared,4817,20
202526,Academic year,National,E92000001,England,Postgraduate,Disability,No Disability Declared,19542,80
202526,Academic year,National,E92000001,England,Postgraduate,Disability,Total Known Disability,24359,92
202526,Academic year,National,E92000001,England,Postgraduate,Nationality,UK,22492,86
202526,Academic year,National,E92000001,England,Postgraduate,Nationality,EEA,1543,6
202526,Academic year,National,E92000001,England,Postgraduate,Nationality,Other Nationality,2082,8
202526,Academic year,National,E92000001,England,Postgraduate,Nationality,Total Known Nationality,26117,98
202526,Academic year,National,E92000001,England,Postgraduate,Degree Class,First,5654,22
202526,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second,12475,49
202526,Academic year,National,E92000001,England,Postgraduate,Degree Class,Upper Second Class Degree or Better,18129,72
202526,Academic year,National,E92000001,England,Postgraduate,Degree Class,Lower Second,4812,19
202526,Academic year,National,E92000001,England,Postgraduate,Degree Class,Other Degree Class,2265,9
202526,Academic year,National,E92000001,England,Postgraduate,Degree Class,Total Known Degree Class,25206,95
202526,Academic year,National,E92000001,England,Undergraduate,Total,Primary,5262,100
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Male,430,8
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Female,4694,91
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Other Sex,17,0
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Primary Known Sex,5141,98
202526,Academic year,National,E92000001,England,Undergraduate,Total,Secondary,293,5
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Male,115,43
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Female,155,57
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Other Sex,0,0
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Secondary Known Sex,270,92
202526,Academic year,National,E92000001,England,Undergraduate,Sex,Total Known Sex,5411,97
202526,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Asian / Asian British,718,14
202526,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Black / African / Caribbean / Black British,148,3
202526,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Mixed / Multiple ethnic groups,186,4
202526,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Other ethnic group,93,2
202526,Academic year,National,E92000001,England,Undergraduate,Ethnicity,White,3993,78
202526,Academic year,National,E92000001,England,Undergraduate,Ethnicity,Total Known Ethnicity,5138,92
202526,Academic year,National,E92000001,England,Undergraduate,Age,Under 25,5176,517600
202526,Academic year,National,E92000001,England,Undergraduate,Age,25 to 29,160,16000
202526,Academic year,National,E92000001,England,Undergraduate,Age,30 to 34,57,5700
202526,Academic year,National,E92000001,England,Undergraduate,Age,35 to 39,72,7200
202526,Academic year,National,E92000001,England,Undergraduate,Age,40 to 44,47,4700
202526,Academic year,National,E92000001,England,Undergraduate,Age,45 to 49,28,2800
202526,Academic year,National,E92000001,England,Undergraduate,Age,50 to 54,9,900
202526,Academic year,National,E92000001,England,Undergraduate,Age,55 and over,6,600
202526,Academic year,National,E92000001,England,Undergraduate,Disability,Declared,1017,21
202526,Academic year,National,E92000001,England,Undergraduate,Disability,No Disability Declared,3886,79
202526,Academic year,National,E92000001,England,Undergraduate,Disability,Total Known Disability,4903,88
202526,Academic year,National,E92000001,England,Undergraduate,Nationality,UK,5066,95
202526,Academic year,National,E92000001,England,Undergraduate,Nationality,EEA,137,3
202526,Academic year,National,E92000001,England,Undergraduate,Nationality,Other Nationality,153,3
202526,Academic year,National,E92000001,England,Undergraduate,Nationality,Total Known Nationality,5356,96
202526,Academic year,National,E92000001,England,Undergraduate,Degree Class,First,z,z
202526,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second,z,z
202526,Academic year,National,E92000001,England,Undergraduate,Degree Class,Upper Second Class Degree or Better,z,z
202526,Academic year,National,E92000001,England,Undergraduate,Degree Class,Lower Second,z,z
202526,Academic year,National,E92000001,England,Undergraduate,Degree Class,Other Degree Class,z,z
202526,Academic year,National,E92000001,England,Undergraduate,Degree Class,Total Known Degree Class,z,z
