time_period,time_identifier,geographic_level,country_code,country_name,itt_route,institution_type,breakdown_topic,breakdown,trainee_number,trainee_percentage
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Primary Female,6239,84
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Primary Other Sex,24,0
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Primary Known Sex,7466,96
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Total,Secondary,11376,59
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Male,4379,39
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Female,6695,60
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Other Sex,32,0
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Sex,Secondary Known Sex,11106,98
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Asian / Asian British,2513,14
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Black / African / Caribbean / Black British,973,5
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Mixed / Multiple ethnic groups,735,4
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Other Ethnicity,342,2
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,White,13467,75
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Ethnicity,Total Known Ethnicity,18030,94
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Disability,Disability Declared,3321,19
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Disability,No Disability Declared,14598,81
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Disability,Total Known Disability,17919,94
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,EEA,740,4
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,UK,16200,91
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,Other Nationality,885,5
202324,Academic year,National,E92000001,England,PG fee-funded,Total,Nationality,Total Known Nationality,17825,93
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Total,New Entrants,6359,23
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Study Pattern,Full Time,6226,98
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Study Pattern,Part Time,133,2
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,under 25,3003,47
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,25 to 29,1344,21
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,30 to 34,602,9
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,35 to 39,448,7
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,40 to 44,420,7
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,45 to 49,291,5
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,50 to 54,157,2
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,55 and over,94,1
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,Mean,29,null
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Age,Median,25,null
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Male,1738,28
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Female,4572,72
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Other Sex,7,0
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Known Sex,6317,99
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Total,Primary,2560,40
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Male,397,16
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Female,2151,84
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Other Sex,1,0
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Primary Known Sex,2549,100
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Total,Secondary,3799,60
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Male,1341,36
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Female,2421,64
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Other Sex,6,0
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Sex,Secondary Known Sex,3768,99
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Asian / Asian British,750,12
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Black / African / Caribbean / Black British,251,4
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Mixed / Multiple ethnic groups,192,3
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Other Ethnicity,85,1
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,White,4841,79
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Ethnicity,Total Known Ethnicity,6119,96
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Disability,Disability Declared,1004,18
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Disability,No Disability Declared,4688,82
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Disability,Total Known Disability,5692,90
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,EEA,236,4
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,UK,5941,93
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,Other Nationality,182,3
202324,Academic year,National,E92000001,England,PG fee-funded,School Centred ITT,Nationality,Total Known Nationality,6359,100
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Total,New Entrants,12793,46
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Study Pattern,Full Time,12599,98
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Study Pattern,Part Time,194,2
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,under 25,7420,58
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,25 to 29,2643,21
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,30 to 34,1007,8
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,35 to 39,622,5
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,40 to 44,475,4
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,45 to 49,336,3
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,50 to 54,192,2
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,55 and over,98,1
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,Mean,27,null
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Age,Median,24,null
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Male,3844,31
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Female,8362,68
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Other Sex,49,0
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Known Sex,12255,96
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Total,Primary,5216,41
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Male,806,16
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Female,4088,83
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Other Sex,23,0
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Primary Known Sex,4917,94
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Total,Secondary,7577,59
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Male,3038,41
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Female,4274,58
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Other Sex,26,0
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Sex,Secondary Known Sex,7338,97
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Asian / Asian British,1763,15
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Black / African / Caribbean / Black British,722,6
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Mixed / Multiple ethnic groups,543,5
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Other Ethnicity,257,2
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,White,8626,72
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Ethnicity,Total Known Ethnicity,11911,93
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Disability,Disability Declared,2317,19
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Disability,No Disability Declared,9910,81
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Disability,Total Known Disability,12227,96
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,EEA,504,4
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,UK,10259,89
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,Other Nationality,703,6
202324,Academic year,National,E92000001,England,PG fee-funded,Higher Education Institution,Nationality,Total Known Nationality,11466,90
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Total,New Entrants,790,3
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Study Pattern,Full Time,761,96
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Study Pattern,Part Time,29,4
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,under 25,193,24
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,25 to 29,204,26
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,30 to 34,118,15
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,35 to 39,89,11
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,40 to 44,92,12
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,45 to 49,47,6
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,50 to 54,41,5
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,55 and over,6,1
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,Mean,32,null
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Age,Median,29,null
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Male,247,32
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Female,531,68
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Known Sex,778,98
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Total,Primary,257,33
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Male,43,17
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Female,211,83
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Primary Known Sex,254,99
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Total,Secondary,533,67
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Male,204,39
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Female,320,61
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Sex,Secondary Known Sex,524,98
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Asian / Asian British,118,16
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Black / African / Caribbean / Black British,63,8
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Mixed / Multiple ethnic groups,21,3
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Other Ethnicity,23,3
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,White,529,70
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Ethnicity,Total Known Ethnicity,754,95
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Disability,Disability Declared,109,15
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Disability,No Disability Declared,600,85
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Disability,Total Known Disability,709,90
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,EEA,36,5
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,UK,636,84
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,Other Nationality,83,11
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Total,Nationality,Total Known Nationality,755,96
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Total,New Entrants,614,2
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Study Pattern,Full Time,612,100
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Study Pattern,Part Time,2,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,under 25,148,24
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,25 to 29,165,27
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,30 to 34,93,15
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,35 to 39,73,12
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,40 to 44,64,10
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,45 to 49,36,6
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,50 to 54,32,5
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,55 and over,3,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,Mean,32,null
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Age,Median,29,null
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Male,185,31
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Female,420,69
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Known Sex,605,99
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Total,Primary,175,29
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Male,20,11
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Female,154,89
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Primary Known Sex,174,99
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Total,Secondary,439,71
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Male,165,38
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Female,266,62
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Sex,Secondary Known Sex,431,98
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Asian / Asian British,101,17
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Black / African / Caribbean / Black British,51,9
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Mixed / Multiple ethnic groups,17,3
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Other Ethnicity,21,4
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,White,394,67
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Ethnicity,Total Known Ethnicity,584,95
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Disability,Disability Declared,91,17
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Disability,No Disability Declared,451,83
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Disability,Total Known Disability,542,88
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,EEA,30,5
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,UK,509,83
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,Other Nationality,75,12
202324,Academic year,National,E92000001,England,PG Salaried School Direct,School Centred ITT,Nationality,Total Known Nationality,614,100
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Total,New Entrants,176,1
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Study Pattern,Full Time,149,85
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Study Pattern,Part Time,27,15
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,under 25,45,26
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,25 to 29,39,22
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,30 to 34,25,14
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,35 to 39,16,9
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,40 to 44,28,16
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,45 to 49,11,6
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,50 to 54,9,5
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,55 and over,3,2
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,Mean,33,null
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Age,Median,30,null
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Male,62,36
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Female,111,64
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Known Sex,173,98
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Total,Primary,82,47
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Male,23,29
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Female,57,71
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Primary Known Sex,80,98
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Total,Secondary,94,53
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Male,39,42
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Female,54,58
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Sex,Secondary Known Sex,93,99
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Asian / Asian British,17,10
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Black / African / Caribbean / Black British,12,7
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Mixed / Multiple ethnic groups,4,2
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Other Ethnicity,2,1
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,White,135,79
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Ethnicity,Total Known Ethnicity,170,97
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Disability,Disability Declared,18,11
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Disability,No Disability Declared,149,89
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Disability,Total Known Disability,167,95
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,EEA,6,4
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,UK,127,90
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,Other Nationality,8,6
202324,Academic year,National,E92000001,England,PG Salaried School Direct,Higher Education Institution,Nationality,Total Known Nationality,141,80
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Total,New Entrants,1301,5
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Study Pattern,Full Time,1301,100
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Study Pattern,Part Time,0,0
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,under 25,817,63
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,25 to 29,260,20
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,30 to 34,104,8
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,35 to 39,42,3
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,40 to 44,45,3
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,45 to 49,18,1
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,50 to 54,10,1
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,55 and over,5,0
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,Mean,26,null
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Age,Median,23,null
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Male,397,32
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Female,837,67
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Other Sex,16,1
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Known Sex,1250,96
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Total,Primary,194,15
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Male,26,14
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Female,158,86
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Other Sex,0,0
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Primary Known Sex,184,95
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Total,Secondary,1107,85
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Male,371,35
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Female,679,64
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Other Sex,16,2
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Sex,Secondary Known Sex,1066,96
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Asian / Asian British,165,13
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Black / African / Caribbean / Black British,97,8
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Mixed / Multiple ethnic groups,62,5
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Other Ethnicity,43,3
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,White,874,70
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Ethnicity,Total Known Ethnicity,1241,95
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Disability,Disability Declared,131,11
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Disability,No Disability Declared,1108,89
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Disability,Total Known Disability,1239,95
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,EEA,52,4
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,UK,1198,92
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,Other Nationality,51,4
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,Total,Nationality,Total Known Nationality,1301,100
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Total,New Entrants,1301,5
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Study Pattern,Full Time,1301,100
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Study Pattern,Part Time,0,0
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,under 25,817,63
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,25 to 29,260,20
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,30 to 34,104,8
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,35 to 39,42,3
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,40 to 44,45,3
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,45 to 49,18,1
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,50 to 54,10,1
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,55 and over,5,0
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,Mean,26,null
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Age,Median,23,null
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Male,397,32
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Female,837,67
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Other Sex,16,1
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Known Sex,1250,96
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Total,Primary,194,15
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Male,26,14
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Female,158,86
202324,Academic year,National,E92000001,England,PG Salaried High Potential ITT,School Centred ITT,Sex,Primary Other Sex,0,0
